assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
93924696,22703474,Merulaxis ater,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Merulaxis,ater,,,,"Lesson, 1831",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94008980,22705251,Vireo gracilirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VIREONIDAE,Vireo,gracilirostris,,,,"Sharpe, 1890",Near Threatened,D1+2,3.1,Unknown,Global
94168220,103880486,Cichlopsis leucogenys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Cichlopsis,leucogenys,,,,"Cabanis, 1850",Endangered,C2a(i),3.1,Decreasing,Global
94289303,22711329,Odontorchilus cinereus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TROGLODYTIDAE,Odontorchilus,cinereus,,,,"(Pelzeln, 1868)",Near Threatened,A3c,3.1,Decreasing,Global
94303663,22711605,Polioptila lactea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,POLIOPTILIDAE,Polioptila,lactea,,,,"Sharpe, 1885",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94751312,22722133,Conothraupis speculigera,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Conothraupis,speculigera,,,,"(Gould, 1855)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94780971,22722730,Euphonia chalybea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Euphonia,chalybea,,,,"(Mikan, 1825)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94786714,22722823,Tangara fastuosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Tangara,fastuosa,,,,"Lesson, 1831",Vulnerable,"A2cd+3cd+4cd;B1ab(i,ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
94819412,22723468,Sporophila nigrorufa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sporophila,nigrorufa,,,,"(D'Orbigny & Lafresnaye, 1837)",Vulnerable,A2c+3c+4c;C2a(i),3.1,Decreasing,Global
94869103,22724495,Phylloscartes beckeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,beckeri,,,,"Gonzaga &amp; Pacheco, 1995",Endangered,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
94876382,22724690,Phylloscartes sylviolus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,sylviolus,,,,"(Cabanis & Heine, 1859)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94876667,22724696,Pogonotriccus eximius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Pogonotriccus,eximius,,,,"(Temminck, 1822)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94878207,22724773,Phibalura flavirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Phibalura,flavirostris,,,,"Vieillot, 1816",Near Threatened,A2c+3c+4c;C1,3.1,Decreasing,Global
94915148,22726222,Ramphastos vitellinus,ANIMALIA,CHORDATA,PICIFORMES,AVES,RAMPHASTIDAE,Ramphastos,vitellinus,,,,"Lichtenstein, 1823",Vulnerable,A4cd,3.1,Decreasing,Global
94915441,22726233,Ramphastos ariel,ANIMALIA,CHORDATA,PICIFORMES,AVES,RAMPHASTIDAE,Ramphastos,ariel,,,,"Vigors, 1826",Endangered,A2cd,3.1,Decreasing,Global
94915704,22726239,Ramphastos culminatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,RAMPHASTIDAE,Ramphastos,culminatus,,,,"Gould, 1833",Vulnerable,A4cd,3.1,Decreasing,Global
94922824,22726469,Celeus torquatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Celeus,torquatus,,,,"(Boddaert, 1783)",Near Threatened,A4c,3.1,Decreasing,Global
94923281,22726483,Celeus tinnunculus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Celeus,tinnunculus,,,,"(Wagler, 1829)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
94929271,22726682,Lophornis chalybeus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Lophornis,chalybeus,,,,"(Temminck, 1821)",Near Threatened,A2c+3c+4c,3.1,Unknown,Global
94946850,22727333,Pipile grayi,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Pipile,grayi,,,,"(Pelzeln, 1870)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
94954576,22727626,Amazona festiva,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,festiva,,,,"(Linnaeus, 1758)",Near Threatened,A4cd,3.1,Decreasing,Global
94971638,22728132,Pteroglossus bitorquatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,RAMPHASTIDAE,Pteroglossus,bitorquatus,,,,"Vigors, 1826",Endangered,A4c,3.1,Decreasing,Global
94971889,22728139,Pteroglossus sturmii,ANIMALIA,CHORDATA,PICIFORMES,AVES,RAMPHASTIDAE,Pteroglossus,sturmii,,,,"Natterer, 1842",Near Threatened,A3c,3.1,Decreasing,Global
94984346,22728418,Arremon franciscanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Arremon,franciscanus,,,,"Raposo, 1997",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94986972,22728464,Scytalopus iraiensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Scytalopus,iraiensis,,,,"Bornschein, Reinert & Pichorim, 1998",Endangered,"A3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
95015145,22729445,Guyramemua affinis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Guyramemua,affinis,,,,"(Burmeister, 1856)",Near Threatened,A2b+3b,3.1,Increasing,Global
95023484,22729967,Pyrilia aurantiocephala,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrilia,aurantiocephala,,,,"(Gaban-Lima, Raposo & Hofling, 2002)",Near Threatened,C1,3.1,Decreasing,Global
95071284,22733974,Pyrrhura pfrimeri,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,pfrimeri,,,,"Miranda-Ribeiro, 1920",Endangered,"A2c+3c+4c; B1ab(ii,iii,v)",3.1,Decreasing,Global
95127238,22736188,Scytalopus diamantinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Scytalopus,diamantinensis,,,,"Bornschein, Maurício, Belmonte-Lopes, Mata &amp; Bonatto, 2007",Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
95141387,45092100,Crax fasciolata,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Crax,fasciolata,,,,"Spix, 1825",Vulnerable,A4c,3.1,Decreasing,Global
95146371,45359046,Malacoptila striata,ANIMALIA,CHORDATA,PICIFORMES,AVES,BUCCONIDAE,Malacoptila,striata,,,,"(Spix, 1824)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
95146640,45359050,Malacoptila minor,ANIMALIA,CHORDATA,PICIFORMES,AVES,BUCCONIDAE,Malacoptila,minor,,,,"Sassi, 1911",Endangered,A4c,3.1,Decreasing,Global
95149950,45422118,Pyrrhura amazonum,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,amazonum,,,,"Hellmayr, 1906",Endangered,A4cd,3.1,Decreasing,Global
95151054,45422369,Pyrrhura snethlageae,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,snethlageae,,,,"Joseph &amp; Blake, 2002",Vulnerable,A4c,3.1,Decreasing,Global
95154014,45430572,Amazona farinosa,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,farinosa,,,,"(Boddaert, 1783)",Near Threatened,A4cd,3.1,Decreasing,Global
95157690,45470698,Psophia dextralis,ANIMALIA,CHORDATA,GRUIFORMES,AVES,PSOPHIIDAE,Psophia,dextralis,,,,"Conover, 1934",Endangered,A4cd,3.1,Decreasing,Global
95158191,45470705,Psophia viridis,ANIMALIA,CHORDATA,GRUIFORMES,AVES,PSOPHIIDAE,Psophia,viridis,,,,"Spix, 1825",Vulnerable,A4cd,3.1,Decreasing,Global
95158441,45478181,Psophia crepitans,ANIMALIA,CHORDATA,GRUIFORMES,AVES,PSOPHIIDAE,Psophia,crepitans,,,,"Linnaeus, 1758",Near Threatened,A4cd,3.1,Decreasing,Global
95189833,62144610,Neomorphus geoffroyi,ANIMALIA,CHORDATA,CUCULIFORMES,AVES,CUCULIDAE,Neomorphus,geoffroyi,,,,"(Temminck, 1820)",Vulnerable,A4cd,3.1,Decreasing,Global
95191855,62181308,Pionites leucogaster,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pionites,leucogaster,,,,"(Kuhl, 1820)",Endangered,A4cd,3.1,Decreasing,Global
95192351,62181371,Pionites xanthurus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pionites,xanthurus,,,,"Todd, 1925",Vulnerable,A4cd,3.1,Stable,Global
95192947,62233372,Aratinga solstitialis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Aratinga,solstitialis,,,,"(Linnaeus, 1758)",Endangered,C2a(ii),3.1,Decreasing,Global
95216813,22692199,Psophia leucoptera,ANIMALIA,CHORDATA,GRUIFORMES,AVES,PSOPHIIDAE,Psophia,leucoptera,,,,"Spix, 1825",Near Threatened,A4cd,3.1,Decreasing,Global
97204446,15309,Leopardus colocolo,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Leopardus,colocolo,,,,"(Molina, 1782)",Near Threatened,,3.1,Decreasing,Global
97260100,78,Acanthochelys radiolata,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Acanthochelys,radiolata,,,,"(Mikan, 1820)",Lower Risk/near threatened,,2.3,,Global
97260200,76,Acanthochelys spixii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Acanthochelys,spixii,,,,"(Duméril &amp; Bibron, 1835)",Lower Risk/near threatened,,2.3,,Global
97269236,10309,Hydromedusa maximiliani,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Hydromedusa,maximiliani,,,,"(Mikan, 1825)",Vulnerable,B1+2cd,2.3,,Global
97270472,17084,Mesoclemmys vanderhaegei,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Mesoclemmys,vanderhaegei,,,,"(Bour, 1973)",Lower Risk/near threatened,,2.3,,Global
97271702,17082,Rhinemys rufipes,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Rhinemys,rufipes,,,,"(Spix, 1824)",Lower Risk/near threatened,,2.3,,Global
97298795,40762,Trachemys adiutrix,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,EMYDIDAE,Trachemys,adiutrix,,,,"Vanzolini, 1995",Endangered,B1+2c,2.3,,Global
97397017,16511,Peltocephalus dumerilianus,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,PODOCNEMIDIDAE,Peltocephalus,dumerilianus,,,,"(Schweigger, 1812)",Vulnerable,A1acd,2.3,,Global
97397134,17821,Podocnemis erythrocephala,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,PODOCNEMIDIDAE,Podocnemis,erythrocephala,,,,"(Spix, 1824)",Vulnerable,A1bd,2.3,,Global
97397468,17824,Podocnemis sextuberculata,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,PODOCNEMIDIDAE,Podocnemis,sextuberculata,,,,"Cornalia, 1849",Vulnerable,A1acd,2.3,,Global
97397562,17825,Podocnemis unifilis,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,PODOCNEMIDIDAE,Podocnemis,unifilis,,,,"Troschel, 1848",Vulnerable,A1acd,2.3,,Global
97662794,193736,Balistes capriscus,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,BALISTIDAE,Balistes,capriscus,,,,"Gmelin, 1789",Vulnerable,A2bd,3.1,Decreasing,Global
97664057,2539,Balistes vetula,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,BALISTIDAE,Balistes,vetula,,,,"Linnaeus, 1758",Near Threatened,,3.1,Decreasing,Global
97667070,190422,Mola mola,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,MOLIDAE,Mola,mola,,,,"(Linnaeus, 1758)",Vulnerable,A4bd,3.1,Decreasing,Global
100467602,7859,Epinephelus marginatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Epinephelus,marginatus,,,,"(Lowe, 1834)",Vulnerable,A2bd+4bd,3.1,Decreasing,Global
103433002,41876,Odontaspis ferox,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ODONTASPIDIDAE,Odontaspis,ferox,,,,"(Risso, 1810)",Vulnerable,A2bd,3.1,Decreasing,Global
103933918,41064,Pseudobatos horkelii,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,horkelii,,,,"(Müller &amp; Henle, 1841)",Critically Endangered,A2bd,3.1,Decreasing,Global
103935456,161373,Pseudobatos percellens,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,percellens,,,,"(Walbaum, 1792)",Near Threatened,,3.1,Unknown,Global
104038429,103661265,Deconychura pallida,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Deconychura,pallida,,,,"Zimmer, 1929",Near Threatened,A3c,3.1,Decreasing,Global
104170446,60151,Fontitrygon colarensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Fontitrygon,colarensis,,,,"(Santos, Gomes &amp; Charvet-Almeida, 2004)",Vulnerable,A3d,3.1,Unknown,Global
104171793,60153,Fontitrygon geijskesi,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Fontitrygon,geijskesi,,,,"(Boeseman,1948)",Near Threatened,,3.1,Unknown,Global
107024522,198184,Cryphiops brasiliensis,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,PALAEMONIDAE,Cryphiops,brasiliensis,,,,"(Gomes Corrêa, 1973)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
107026068,197644,Macrobrachium denticulatum,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,PALAEMONIDAE,Macrobrachium,denticulatum,,,,"Ostrovski, Da Fonseca &amp; Da Silva-Ferreira, 1996",Critically Endangered,"B1ab(iii,v)",3.1,Unknown,Global
107295713,55839,Pithecopus ayeaye,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Pithecopus,ayeaye,,,,"Lutz, 1966",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
107426523,107424699,Abelona michaelisi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,GRYLLACRIDIDAE,Abelona,michaelisi,,,,"(Griffini, 1908)",Vulnerable,A3c,3.1,Decreasing,Global
107460966,107460834,Grammadera chapadensis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Grammadera,chapadensis,,,,"Bruner, 1915",Near Threatened,A3c,3.1,Decreasing,Global
107978656,107978633,Brasilodontus mucuriensis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,GRYLLIDAE,Brasilodontus,mucuriensis,,,,"de Mello, 1992",Vulnerable,"A2c+3c; B1ab(iii,v)",3.1,Decreasing,Global
109221765,109221761,Oxyprora flavicornis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Oxyprora,flavicornis,,,,"Redtenbacher, 1891",Near Threatened,A2c,3.1,Decreasing,Global
109536249,55638,Boana rhythmica,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Boana,rhythmica,,,,"(Señaris &amp; Ayarzagüena, 2002)",Near Threatened,"B1ab(iii,v)",3.1,Unknown,Global
109537378,56030,Stefania oculosa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Stefania,oculosa,,,,"Señaris, Ayarzaguena &amp; Gorzula, 1997",Vulnerable,D2,3.1,Unknown,Global
110733573,22699415,Culicivora caudacuta,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Culicivora,caudacuta,,,,"(Vieillot, 1818)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
110734005,22699453,Euscarthmus rufomarginatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Euscarthmus,rufomarginatus,,,,"(Pelzeln, 1868)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
110734937,22699787,Contopus cooperi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Contopus,cooperi,,,,"(Swainson, 1832)",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Global
110738421,22700300,Alectrurus tricolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Alectrurus,tricolor,,,,"(Vieillot, 1816)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
110785170,22701364,Clytoctantes atrogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Clytoctantes,atrogularis,,,,"Lanyon, Stotz & Willard, 1990",Vulnerable,C2a(ii),3.1,Decreasing,Global
110786619,22701397,Dysithamnus plumbeus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Dysithamnus,plumbeus,,,,"(Wied, 1831)",Vulnerable,A2c+3c+4c; C2a(i),3.1,Decreasing,Global
110847142,110847130,Mobula mobular,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,mobular,,,,"(Bonnaterre, 1788)",Endangered,A2bd+3d,3.1,Decreasing,Global
110861763,22701623,Drymophila ochropyga,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Drymophila,ochropyga,,,,"(Hellmayr, 1906)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
110863043,22701666,Cercomacra brasiliana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Cercomacra,brasiliana,,,,"Hellmayr, 1905",Near Threatened,C2a(i),3.1,Decreasing,Global
110868117,22702514,Asthenes luizae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Asthenes,luizae,,,,"Vieillard, 1990",Near Threatened,B1b(iii),3.1,Stable,Global
110876083,22702582,Asthenes hudsoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Asthenes,hudsoni,,,,"(Sclater, 1874)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
110909588,22703103,Dendroplex kienerii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Dendroplex,kienerii,,,,"(Zimmer, 1934)",Near Threatened,A3c,3.1,Decreasing,Global
110915916,22678148,Tinamus major,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamus,major,,,,"(Gmelin, 1789)",Near Threatened,A3c,3.1,Decreasing,Global
110979829,22703535,Eleoscytalopus psychopompus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Eleoscytalopus,psychopompus,,,,"(Teixeira & Carnevalli, 1989)",Endangered,C2a(i),3.1,Decreasing,Global
110981710,22703546,Eleoscytalopus indigoticus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Eleoscytalopus,indigoticus,,,,"(Wied, 1831)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
111121906,22718611,Anthus nattereri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Anthus,nattereri,,,,"Sclater, 1878",Vulnerable,A2c,3.1,Decreasing,Global
111141150,22724510,Acrobatornis fonsecai,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Acrobatornis,fonsecai,,,,"Pacheco, Whitney & Gonzaga, 1996",Vulnerable,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",3.1,Decreasing,Global
111146028,22729474,Herpsilochmus pileatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Herpsilochmus,pileatus,,,,"(Lichtenstein, 1823)",Vulnerable,"B1ab(i,ii,iii,v);C2a(i)",3.1,Decreasing,Global
111156671,22735914,Formicivora grantsaui,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Formicivora,grantsaui,,,,"Gonzaga, Carvalhaes & Buzzetti, 2007",Endangered,B1ab(iii)+2ab(iii),3.1,Stable,Global
111185850,22700736,Carpornis melanocephala,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Carpornis,melanocephala,,,,"(Wied, 1820)",Vulnerable,"A2c+3c+4c;B1ab(ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
111221714,22693158,Limosa lapponica,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Limosa,lapponica,,,,"(Linnaeus, 1758)",Near Threatened,A2abc+3bc+4abc,3.1,Decreasing,Global
111804064,22693447,Calidris subruficollis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,subruficollis,,,,"(Vieillot, 1819)",Near Threatened,C2a(i),3.1,Decreasing,Global
112128085,22681246,Piculus aurulentus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Piculus,aurulentus,,,,"(Temminck, 1823)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
112426729,103680575,Hemitriccus cohnhafti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Hemitriccus,cohnhafti,,,,"Zimmer, Whittaker, Sardelli, Guilherme &amp; Aleixo, 2013",Near Threatened,B1b(i),3.1,Decreasing,Global
113017213,22731595,Amazona diadema,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,diadema,,,,"(Spix, 1824)",Endangered,A4cd,3.1,Decreasing,Global
115314064,190279,Pomatomus saltatrix,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,POMATOMIDAE,Pomatomus,saltatrix,,,,"(Linnaeus, 1766)",Vulnerable,A2bd,3.1,Decreasing,Global
115580272,42695,Saguinus martinsi,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CALLITRICHIDAE,Saguinus,martinsi,,,,"(Thomas, 1912)",Near Threatened,A2ace,3.1,Decreasing,Global
116841596,39329,Squatina argentina,ANIMALIA,CHORDATA,SQUATINIFORMES,CHONDRICHTHYES,SQUATINIDAE,Squatina,argentina,,,,"(Marini, 1930)",Critically Endangered,A2bd,3.1,Decreasing,Global
117357127,22695998,Harpia harpyja,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Harpia,harpyja,,,,"(Linnaeus, 1758)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
117360971,22697641,Vultur gryphus,ANIMALIA,CHORDATA,CATHARTIFORMES,AVES,CATHARTIDAE,Vultur,gryphus,,,,"Linnaeus, 1758",Near Threatened,A2de+3de+4de; C2a(i),3.1,Decreasing,Global
117721799,39370,Carcharhinus falciformis,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,falciformis,,,,"(Bibron, 1839)",Vulnerable,A2bd,3.1,Decreasing,Global
118209977,22695991,Morphnus guianensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Morphnus,guianensis,,,,"(Daudin, 1800)",Near Threatened,A3cd+4cd,3.1,Decreasing,Global
118245528,118245249,Acanthagrion franciscoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Acanthagrion,franciscoi,,,,"Machado &amp; Bede, 2016",Critically Endangered,B2ab(iii),3.1,Unknown,Global
118245533,118245272,Erythrodiplax ana,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Erythrodiplax,ana,,,,"Guillermo-Ferreira, Vilela, Del-Claro &amp; Bispo, 2016",Endangered,B2ab(iii),3.1,Stable,Global
118245538,118245368,Franciscagrion franciscoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Franciscagrion,franciscoi,,,,"Machado &amp; Bede, 2016",Critically Endangered,B2ab(iii),3.1,Unknown,Global
118245543,118245378,Franciscagrion longispinum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Franciscagrion,longispinum,,,,"Machado &amp; Bede, 2016",Critically Endangered,B2ab(iii),3.1,Unknown,Global
118245548,118245391,Franciscobasis franciscoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Franciscobasis,franciscoi,,,,"Machado &amp; Bede, 2016",Critically Endangered,B2ab(iii),3.1,Unknown,Global
118245558,118245456,Minagrion franciscoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Minagrion,franciscoi,,,,"Machado &amp; Bede, 2016",Critically Endangered,B2ab(iii),3.1,Unknown,Global
118245568,118245524,Oxyagrion franciscoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Oxyagrion,franciscoi,,,,"Machado &amp; Bede, 2016",Critically Endangered,B2ab(iii),3.1,Unknown,Global
118456478,45429616,Pionus reichenowi,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pionus,reichenowi,,,,"(Heine, 1884)",Vulnerable,C2a(i),3.1,Decreasing,Global
118478685,22686296,Amazona brasiliensis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,brasiliensis,,,,"(Linnaeus, 1758)",Near Threatened,"B1ab(ii,v); C2a(i)",3.1,Increasing,Global
118650884,22700052,Xolmis dominicanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Xolmis,dominicanus,,,,"(Vieillot, 1823)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
118773701,22736232,Automolus lammi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Automolus,lammi,,,,"(Zimmer, 1947)",Endangered,C2a(i),3.1,Decreasing,Global
118775733,22698957,Hemitriccus kaempferi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Hemitriccus,kaempferi,,,,"(Zimmer, 1953)",Vulnerable,"B1ab(ii,iii,v); C2a(i)",3.1,Decreasing,Global
118806820,45421208,Pyrrhura leucotis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,leucotis,,,,"(Kuhl, 1820)",Vulnerable,C2a(i),3.1,Decreasing,Global
